ulasan,sentiment
"Ini jelas merupakan film yang ""wajib dilihat"". Sutradara luar biasa Alain Chabat (juga berperan sebagai Ceasar) telah berhasil menangkap esensi dari ""Petualangan Astérix"" (buku komik Prancis yang menjadi dasarnya) dan menciptakan komedi yang sangat modern dan cerdas, yang juga merupakan penghormatan kepada dunia film animasi. Film ini sangat lucu, penuh dengan lelucon (baik visual maupun lisan) sehingga mungkin perlu dua atau tiga kali pemutaran sebelum Anda menyadari semuanya, di sela-sela ledakan tawa Anda. Satu-satunya kelemahan adalah bahwa penonton non-Prancis (atau setidaknya penonton yang tidak berbahasa Prancis) mungkin tidak mendapatkan semua ""lelucon pribadi"". Ada begitu banyak dialog yang mustahil untuk diterjemahkan, begitu banyak situasi yang berkaitan langsung dengan buku komik atau cara hidup orang Prancis, sehingga keseruannya mungkin berkurang. Namun, tetap layak untuk dilihat karena gambarnya yang indah, aksi yang luar biasa, musiknya, suasana yang benar-benar gila, dan akting yang luar biasa. Semua aktornya hebat, tapi filmnya tidak akan sama tanpa Jamel Debouze, Gérard Darmon dan Edouard Baer. Dan tolong JANGAN PERNAH membandingkan film luar biasa ini dengan film buruk sebelumnya yang didasarkan pada buku komik yang sama : ""Astérix et Obélix Contre César"" dan disutradarai oleh Claude Zidi.",positive
"Menurut saya film ini sangat menakjubkan, dengan penampilan yang benar-benar luar biasa dari Valentina Cervi (Artemisia Gentileschi).<br /><br />Cervi menggambarkan Artemisia dengan begitu indah, dengan sikap tentatif namun percaya diri, tangannya memetakan ide sebelum memindahkan modelnya ke tempatnya. Semangat yang diberikan Artemisia pada karya seninya sungguh spektakuler untuk ditonton.<br /><br />Meskipun tidak setiap karakter terlihat cantik, hal ini membuat film ini lebih realistis karena rambut wajah dan pakaiannya sempurna untuk saat itu.<br /><br />Secara keseluruhan menurut saya film ini fantastis.",positive
"Saya menganggap diri saya sebagai ahli film tinju dan karena itu hanya ada satu hal yang menghalangi saya untuk menyebut ""Gentleman Jim"" sebagai film tinju terbaik yang pernah dibuat. Itu adalah film Robert Wise/Paul Newman ""Somebody Up There Likes Me."" Film tersebut mungkin berada di peringkat 1, namun ""Gentleman Jim"" hampir berada di peringkat ke-2.<br /><br />Film ini tidak hanya mengisahkan kebangkitan James J. Corbett, namun juga menunjukkan olahraga tinju pada masa transisi yang krusial. Pada akhir tahun 1800-an, tinju beralih dari masa-masa brutal yang menerapkan peraturan tangan kosong ke masa yang lebih ""pria terhormat"" dalam masa pemerintahan Marquis of Queensbury yang bersarung tangan. Dan olahraga ini mulai beralih dari tontonan ilegal ke masa penerimaan dan kehormatan.<br /><br />""Gentleman Jim"" bukanlah tampilan yang realistis pada masa itu. Itu diromantisasi dan, ya, bahkan terkadang agak tipu. Tapi selalu menyenangkan. Errol Flynn sangat cocok sebagai ""Gentleman"" Jim yang sebenarnya bukan ""gentleman"" sama sekali melainkan hanya seorang pembicara cepat dari keluarga kelas pekerja. Alexis Smith cukup menggairahkan sebagai wanita kelas atas yang menjalin hubungan cinta/benci dengannya (dan kita semua tahu, tentu saja, cintalah yang pada akhirnya akan memenangkan pertandingan itu).<br /><br />Di akhir ""Gentleman Jim"", John L Sullivan yang hebat (yang kalimat terkenalnya BUKAN ""Saya bisa menjilat pria mana pun di dunia"" tentu saja...romantisisme lagi) menyerahkan ikat pinggangnya kepada Corbett. Ini benar-benar salah satu adegan terbaik dalam setiap gerakan olahraga yang pernah dilakukan. Realistis? Tidak. Tapi luar biasa. Hei, jika Anda ingin realisme, tontonlah ""Raging Bull"". Itu adalah film tinju yang jauh lebih realistis. Tapi ""Gentleman Jim"" jauh lebih menyenangkan.",positive
"Bahwa film ini ditempel di dinding kapel sebagai bukti bahwa Tuhan benar-benar mati. Apakah saya satu-satunya yang benar-benar melihat (agak berjalan dalam tidur) melalui ""film"" ini? Ini adalah satu-satunya film yang pernah saya tonton di bioskop yang saya sesali karena tidak keluar dan meminta uang saya kembali -- sungguh membosankan. Dan saya bahkan menonton ""Highlander 2: The Quickening"" di bioskop lokal. Dari awal hingga akhir, Gibson dan Downey sama sekali tidak memiliki chemistry karena dua orang yang berbeda, disatukan oleh keadaan, yang akhirnya bekerja sama sebagai sahabat. Aksinya (sedikit sekali) konyol dan membosankan seperti tulang tengkorak penulisnya. Bersyukurlah kepada dewa mana pun yang menertawakan kami saat ia mengamati ""bioskop"" kami bahwa tidak ada peluang untuk ""Air America 2"".",negative
"Ya, tidak ada plot nyata untuk dibicarakan, itu hanya alasan untuk menampilkan beberapa adegan kekerasan ekstrem dan seks serampangan (yang terkadang menyenangkan juga, tetapi tidak dalam kasus ini). Apa lagi yang bisa saya katakan tentang ini...? Aksinya, ketika terjadi, sangat inventif dan ada adegan keren di mana dua karakter jatuh dari gedung pencakar langit (yang tingginya harus beberapa mil), tapi secara keseluruhan tidak banyak yang merekomendasikan ""Kite"". Tontonlah jika Anda mau, tetapi Anda tidak akan rugi banyak jika melewatkan yang ini...",negative
"Ini adalah film terbaik yang pernah dibuat pasangan Derek dan jika menurut Anda ini adalah rekomendasi maka Anda belum pernah menonton film lainnya. Ada faktor-faktor yang biasa terjadi: aktingnya sama buruknya dengan upaya mereka yang lain, kita bisa sering menonton Bo melepas jubah atau mengikuti audisi untuk kontes kaus basah, ceritanya sangat konyol, dan filmnya terlalu serius. Lalu: Orang Utan di Afrika?<br /><br />Tetapi ada beberapa hal yang menyebabkan hal ini. Bo tampak hebat, nilai produksinya (set, kostum, dll.) cukup bagus, dan ini sangat meningkatkan nilai kampnya. Anehnya, ini sebenarnya cukup lucu, hanya karena ia mencoba untuk serius dan gagal total.",negative
"Beberapa orang hanyut dalam kehidupan, berpindah dari satu hal atau satu orang ke hal berikutnya tanpa mengedipkan mata; yang lainnya berpegang pada suatu tujuan, orang lain, atau suatu prinsip dan tetap bersikeras, berkomitmen pada apa pun itu-- dan secara kiasan atau harfiah mereka memberikan kata-kata mereka dan mempertahankannya. Tapi kita semua berbeda, `Terbuat dari tanah liat yang berbeda,' seperti yang dikatakan salah satu karakter dalam film ini, itulah yang membuat hidup begitu menarik. Namun, beberapa orang benar-benar gila-- dan mungkin itulah yang harus Anda lakukan untuk hidup di tengah masyarakat. Siapa yang tahu? Siapa yang tahu apa yang diperlukan untuk membuat segala sesuatunya-- kehidupan-- berhasil? Penulis/sutradara Lisa Krueger mencobanya, dengan menggunakan pendekatan ringan untuk memeriksa garis tipis antara komitmen-- dan bagaimana seseorang `menjadi' berkomitmen-- dan obsesi, dalam `Berkomitmen,' yang dibintangi oleh Heather Graham sebagai seorang wanita muda yang gigih, berkomitmen, obsesif, dan mungkin juga sedikit gila. Namanya Joline, dan inilah kisahnya.<br /><br /> Memang benar, Joline selalu menjadi orang yang berkomitmen; dalam pekerjaan, hubungan, dalam kehidupan secara umum. Dia adalah wanita yang menepati janjinya dan menepati janjinya apa pun yang terjadi. Dan ketika dia menikahi Carl (Luke Wilson), itu selamanya. Satu-satunya masalah adalah, seseorang lupa memberi tahu Carl-- dan 597 hari setelah pernikahan, dia pergi; pergi untuk `menemukan' dirinya sendiri dan mencari tahu semuanya. Ketika Joline menyadari dia tidak akan kembali, dia menolak untuk menyerah pada dia, atau pernikahan mereka. Mungkin karena 'tanah liat' bahan pembuatnya. Terlepas dari itu, dia meninggalkan rumah mereka di New York City dan berangkat untuk menemukannya, dan dia melakukannya-- di El Paso, Texas, dari semua tempat. Tapi begitu dia tahu di mana dia berada, dia menjaga jarak, memberinya 'ruang' dan bahkan tidak membiarkan dia tahu dia ada di sana. Dia menganggap Carl berada dalam 'koma spiritual', dan tugasnya adalah menjaga 'jaga spiritual' sampai dia sadar. Dan saat dia melihat dan menunggu, hidupnya sama sekali tidak membosankan, saat dia bertemu dengan seorang wanita muda bernama Carmen (Patricia Velazquez), seorang pelayan di salah satu restoran lokal; 'Grampy' karya Carmen (Alfonso Arau), yang merupakan seorang mistik; T-Bo (Mark Ruffalo), seorang sopir truk yang memiliki masalah dengan Carl; dan Neil (Goran Visnjic) seorang seniman yang membuat pinata dan menyukainya. Bagi Joline, ini adalah perjalanan penemuan, di mana dia belajar banyak tentang Carl, tetapi lebih banyak lagi tentang dirinya sendiri.<br /><br /> Ada sentuhan humor, sentuhan romansa, dan beberapa wawasan tentang sifat manusia dalam film unik yang lebih banyak tentang penokohan dan karakter daripada plot. Dan Krueger menyajikan semuanya dengan sangat baik, menghadirkan sebuah film yang menarik dan menghibur. Karakternya adalah orang-orang yang sangat nyata, dengan segala keinginan, kebutuhan dan ketidaksempurnaan yang membentuk kondisi manusia; sekelompok orang kaya dan eklektik yang melaluinya dia menceritakan kisahnya. Kita melihatnya dari sudut pandang Joline, karena Krueger membuat kita mengetahui rahasia pemikiran Joline dan juga motivasinya, yang memberikan perspektif yang pasti tentang peristiwa-peristiwa yang terjadi. Hal itu, bersama dengan kecepatan yang dia tetapkan yang memungkinkan Anda menyerap atmosfer dan suasana yang dia ciptakan, menghasilkan sebuah cerita yang sangat efektif. Ada keseriusan mendasar dalam pokok bahasan ini, namun Krueger memilih untuk menghindari hal-hal yang bersifat kasar atau terlalu mendalam dan berkonsentrasi pada humor alami yang berkembang dari orang-orang dan situasi yang ditemui Joline. Dan hasilnya adalah tampilan yang bertekstur baik, penuh pengaruh, dan ceria pada hal yang kita sebut kehidupan.<br /><br /> Heather Graham mengambil peran ini dari frame pertama film untuk menjadikan Joline sebagai karakter ciptaannya sendiri. Dia membenamkan dirinya dalam peran tersebut dan memberikan penampilan yang meyakinkan dan dapat dipercaya, menambahkan sedikit ciri dan nuansa pribadi yang membuat perbedaan antara penggambaran yang sekadar representasi seseorang, dan penggambaran yang nyata. Dan agar film ini berhasil, Joline harus bisa bertahan dan dapat dipercaya-- dan Graham sukses di semua lini. Kehadirannya di layar sangat memikat, dan kepribadiannya yang bersemangat atau bahkan cara dia menggunakan matanya, sudah cukup untuk membuat Anda tertarik sepenuhnya. itu semua adalah bagian dari karakter yang dia ciptakan; ada daya tarik bagi Joline yang terpancar dari seluruh raut wajahnya, siapa dirinya luar dan dalam. Dia adalah orang yang menyenangkan dan menyenangkan, dan karena Anda telah berbagi pemikiran terdalamnya, Anda tahu siapa dia. Semuanya merupakan pekerjaan yang bagus, mulai dari cara karakternya ditulis, hingga cara Graham menghidupkannya dengan begitu bersemangat.<br /",positive
"Ho-hum. Senjata biologis mematikan milik seorang penemu (Horst Buchholz) terancam jatuh ke tangan yang salah. Tanpa sadar putranya (Luke Perry) telah mengerjakan antedote tersebut selama ini. Masuklah agen CIA Olivia d'Abo dan kejar-kejaran mobil kucing-dan-tikus serta baku tembak dimulai. Pemerannya juga adalah: Tom Conti, Hendrick Haese dan Roger Moore yang sudah lanjut usia. Moore tampaknya dengan susah payah mengatasi kekacauan ini jelas bukan salah satu upayanya yang lebih baik. Penggemar Perry akan menerimanya. d'Abo salah untuk perannya, tapi bagus untuk dilihat.",negative
"Catatan untuk diri sendiri. Jangan pernah lagi menonton film serius yang menampilkan Charlie Sheen di dalamnya. Komedian hebat, anjing laut yang mengerikan. Film ini membuat Navy SEALS terlihat seperti sekelompok penjaga yang ceroboh padahal mereka adalah bentuk militer paling elit di dunia. Charlie Sheen membantu menghancurkan reputasi Navy SEAL. Terima kasih telah membuat sekelompok individu yang sangat terpilih terlihat buruk di salah satu film aksi terburuk yang pernah saya lihat. Ini adalah kisah hebat yang bisa dijadikan film aksi luar biasa, tapi mengapa Charlie Sheen? Ada kemungkinan cerita yang sangat menarik di sini, tapi Sheen memutuskan untuk menghancurkannya dengan komentar ""lucu"".",negative
"Film ini bodoh. Tidak ada jalan keluarnya. Tapi begitu juga Bodoh dan Bodoh. Ingat, Dumb and Dumber jauh lebih lucu dari ini. Namun, saya suka menonton film bodoh (Tail Sting) dan tertawa bersama sekelompok teman baik tentang betapa buruknya film tersebut. Sebut saja saya tidak berperasaan, tapi lihatlah film ini, dan Anda akan menemukan bahwa satu-satunya cara Anda dapat menertawakannya adalah jika Anda menertawakannya, bukan dengan itu.",negative
"Saya sangat menantikan ini, sebagai penggemar berat buku ini. Namun, ketika dirilis, saya ingat berpikir itu adalah salah satu pemborosan uang dan waktu terbesar yang pernah saya habiskan di bioskop.<br /><br />Pada prinsipnya, akting, lokasi syuting, dan musiknya sangat bagus, dan merupakan alasan utama mengapa saya memberi nilai 4.<br /><br />Dalam versi ini, Sara agak terlalu rela berkorban menurut selera saya. Tidak mungkin dia sengaja berbohong kepada Nona Minchin hanya untuk menghentikannya menghukum gadis-gadis lain; dalam bukunya dia menggambarkan kebohongan sebagai ""tidak hanya jahat, tapi vulgar."" <br /><br />Ada terlalu banyak akhir cerita Disney bagi saya; Ayah Sara kembali dari kematian dan mereka semua berlari menuju matahari terbenam di India. Meskipun buku ini memiliki akhir yang membahagiakan (dan para kritikus mungkin mengatakan hal yang sama mustahilnya), hal ini tidak membuat Anda berpikir, ""Oh puh-leeze.""<br /><br />Satu-satunya hal yang benar dalam buku ini adalah:<br /><br />1. Ayah Sara adalah seorang tentara 2. Garis antara Sara dan ayahnya (""Apakah kamu hafal aku?""/""Tidak. Aku hafal kamu. Kamu ada di dalam hatiku."") 3. Persahabatan Sara dengan Becky, dan Lottie yang 'diadopsi' (walaupun yang terakhir ini tidak dikembangkan semaksimal mungkin) 4. Perubahan kamarnya dengan menambahkan berbagai barang mewah. Bagian itu dilakukan dengan cemerlang. 5. Inti dasarnya - seorang gadis kaya yang tiba-tiba jatuh miskin - memang ada, tapi hanya itu saja.<br /><br />Orang mungkin mengatakan bahwa adaptasi ini lebih ditujukan untuk penonton yang lebih muda. Mungkin. Yang bisa kukatakan hanyalah aku punya dua sepupu - masing-masing berusia 7 dan 12 tahun - yang merupakan penggemar berat film ini hingga mereka membaca bukunya.<br /><br />Jika yang Anda inginkan hanyalah film keluarga yang 'menyenangkan', maka film ini akan mewujudkannya. Jika Anda sedang mencari film yang benar-benar menceritakan kisah A Little Princess (sebenarnya jika Anda sudah membaca bukunya) jangan buang waktu dengan yang satu ini. Sayang sekali; dengan pemeran seperti ini, jika mereka tetap berpegang pada setidaknya cerita dasar, itu akan menjadi luar biasa.<br /><br />Apakah saya terlalu berlebihan membicarakan 'membaca buku' ini dan 'membaca buku'? Sangat mungkin. Namun jika seseorang mencoba mengadaptasi sebuah buku - terutama buku klasik - menjadi film, setidaknya mereka seharusnya melakukan hal yang sama. Sebaiknya lebih dari satu kali.",negative
"seperti biasa, ini adalah gambaran yang tidak akurat tentang para tunawisma. TV menceritakan banyak kebohongan tentang pengemis di awal tahun 1990an dan membuat semua orang terlihat buruk, dan mengklaim bahwa kita semua menghasilkan lebih dari $100 sehari padahal $20-40 sehari lebih mendekati kenyataan. ketika seseorang lewat di mana saya memegang tanda penawaran untuk bekerja, dan menawari saya pekerjaan, saya benar-benar pergi dan mengambil pekerjaan itu jika saya mampu secara fisik. dan jika saya ditawari $100,000, saya pasti akan berinvestasi di apt prabayar selama minimal 2 tahun, dan menyimpan sebagian besar di bank dan masih menyisakan $10-20000 untuk permainan tunai NL $1-2 dan $2-5 di kasino. saya biasanya selalu menang dan bisa menang dengan layak jika saya hanya punya uang. sebaliknya saya memenangkan sekitar $1000 sebulan dan semuanya bermain dengan pembelian minimum karena tidak ingin mengambil risiko kehilangan semuanya. Aku hanya seorang tunawisma karena aku tidak ingin mengambil risiko menghabiskan semua uangku dan menjadi bangkrut, kadang-kadang aku punya lebih dari $1000-2000 di kaus kakiku ketika aku tidur di luar. siapa pun yang ingin berbicara, hubungi sevencard2003 di yahoo messenger. Saya akui saya berbeda dari kebanyakan tunawisma, karena saya tidak pernah merokok atau menggunakan narkoba. saya tidak lagi tunawisma, sekarang saya berada di perumahan pemerintah dengan biaya $177 per bulan dan mendapatkan SSI dan menghabiskan sebagian besar waktu saya untuk menang di poker online. ibu dan diversifikasi bunga matahari bekerja keras untuk memberi saya SSI. senang hari-hariku bersembunyi di bawah panggung di pusat konvensi kasino pada malam hari, khawatir tertangkap oleh keamanan akhirnya berakhir. seandainya kru TV ini memilihku, mereka akan berakhir lebih cepat. sungguh disayangkan bagaimana mereka tidak memilih siapa yang mereka pilih.",negative
